Filename,GroundTruth,Verdict,Confidence,AvgProb,MaxProb,SuspiciousFrames
vs36.mp4,FAKE,REAL,0.9965464222614173,0.0034535777385826805,0.011038264259696007,0
fake_vs40_aug_5.mp4,FAKE,REAL,0.8798721269486123,0.12012787305138772,0.48038721084594727,0
vs22.mp4,FAKE,REAL,0.9943508463523661,0.005649153647633891,0.022444959729909897,0
fake_vs28_aug_2.mp4,FAKE,REAL,0.9984685493982397,0.001531450601760298,0.0027404441498219967,0
fake_vs16_aug_7.mp4,FAKE,REAL,0.6739421362678211,0.326057863732179,0.506622850894928,1
fake_vs25_aug_1.mp4,FAKE,REAL,0.8593282857909799,0.14067171420902014,0.25168779492378235,0
fake_vs4_aug_6-CxXZJP-sma92O.mp4,FAKE,REAL,0.9998602354426112,0.00013976455738884397,0.00021289302094373852,0
fake_vs52_aug_2.mp4,FAKE,REAL,0.865042912773788,0.13495708722621202,0.21490560472011566,0
fake_vs37_aug_6.mp4,FAKE,REAL,0.8246402163058519,0.17535978369414806,0.3577577471733093,0
fake_vs2_aug_3-PX4Jr4-OPm2bu.mp4,FAKE,REAL,0.964745129836956,0.03525487016304396,0.11672711372375488,0
fake_vs23_aug_6.mp4,FAKE,REAL,0.9986984137722175,0.0013015862277825363,0.001962740905582905,0
fake_vs46_aug_2.mp4,FAKE,REAL,0.9819889275677269,0.018011072432273068,0.04218507185578346,0
fake_vs8_aug_3-0Ow2PP-oPoYXx-lQXiVp.mp4,FAKE,REAL,0.999742727324095,0.00025727267590506625,0.00040719681419432163,0
fake_vs31_aug_1.mp4,FAKE,REAL,0.9974552985319557,0.002544701468044271,0.01167222112417221,0
fake_vs6_aug_5-uFirn0-3gyTq8-akSxVV.mp4,FAKE,FAKE,0.9480851292610168,0.31688984667804715,0.9480851292610168,1
fake_vs31_aug_0.mp4,FAKE,REAL,0.9989501666568685,0.0010498333431314677,0.001957893604412675,0
fake_vs5_aug_6 - Copy-V7RnOv-An1SgU-zktAcc.mp4,FAKE,REAL,0.9984055303830246,0.0015944696169754025,0.0029910067096352577,0
fake_vs10_aug_6-97Ynlr-ZeQG3w-4wod5m.mp4,FAKE,FAKE,0.7499936819076538,0.3168468875810504,0.7499936819076538,1
fake_vs46_aug_3.mp4,FAKE,REAL,0.940328660843079,0.05967133915692102,0.18986529111862183,0
fake_vs23_aug_7.mp4,FAKE,REAL,0.998745460754435,0.0012545392455649562,0.0031072795391082764,0
fake_vs37_aug_7.mp4,FAKE,REAL,0.8596808323636651,0.1403191676363349,0.28562024235725403,0
fake_vs52_aug_3.mp4,FAKE,FAKE,0.7161709070205688,0.3070393204689026,0.7161709070205688,1
fake_vs25_aug_0.mp4,FAKE,REAL,0.7166090048849583,0.28339099511504173,0.3883151710033417,0
fake_vs16_aug_6.mp4,FAKE,REAL,0.5789583126703899,0.42104168732961017,0.5572322010993958,1
fake_vs2_aug_6-mibJYh-cKWwQt-sqfjiS.mp4,FAKE,REAL,0.9555511433281936,0.044448856671806425,0.13741572201251984,0
fake_vs48_aug_2-Zf8rvv.mp4,FAKE,FAKE,0.9144406914710999,0.5059128375723958,0.9144406914710999,3
fake_vs28_aug_3.mp4,FAKE,REAL,0.9993689422068807,0.0006310577931193014,0.0008743176003918052,0
vs23.mp4,FAKE,REAL,0.9989173885405762,0.001082611459423788,0.002190715167671442,0
fake_vs40_aug_4.mp4,FAKE,REAL,0.6935532498500834,0.3064467501499166,0.627588152885437,2
vs37.mp4,FAKE,REAL,0.5937736481428146,0.40622635185718536,0.5239671468734741,1
fake_vs40_aug_6.mp4,FAKE,REAL,0.9997385515325732,0.00026144846742681693,0.0006299744127318263,0
vs21.mp4,FAKE,REAL,0.990900794044137,0.009099205955862999,0.009541817009449005,0
vs35.mp4,FAKE,FAKE,0.9975101947784424,0.7200247022303756,0.9975101947784424,3
fake_vs16_aug_4.mp4,FAKE,REAL,0.8935889275744557,0.10641107242554426,0.15284864604473114,0
fake_vs28_aug_1.mp4,FAKE,REAL,0.9986664065387837,0.001333593461216272,0.002800736343488097,0
fake_vs25_aug_2.mp4,FAKE,REAL,0.8662825161591172,0.13371748384088278,0.2799602448940277,0
fake_vs10_aug_0-if9E0y-c76x32-0x81kS-VFM3mL.mp4,FAKE,FAKE,0.9473796486854553,0.40895787347108126,0.9473796486854553,1
fake_vs12_aug_1-tb9wSy.mp4,FAKE,FAKE,0.8439987301826477,0.29824495781213045,0.8439987301826477,1
fake_vs52_aug_1.mp4,FAKE,REAL,0.6790446527302265,0.3209553472697735,0.43895745277404785,0
fake_vs12_aug_0-pTXSrb.mp4,FAKE,REAL,0.9982989714399366,0.0017010285600633779,0.006411748006939888,0
fake_vs37_aug_5.mp4,FAKE,FAKE,0.9632329344749451,0.8076553791761398,0.9632329344749451,4
fake_vs51_aug_0-we4gCS.mp4,FAKE,REAL,0.9949374647003424,0.005062535299657611,0.018045442178845406,0
fake_vs23_aug_5.mp4,FAKE,REAL,0.9981450630402833,0.0018549369597167242,0.004767566453665495,0
fake_vs46_aug_1.mp4,FAKE,REAL,0.9824315411387943,0.017568458861205727,0.036452919244766235,0
fake_vs2_aug_7-W9E72g-XabVNG-cx27lO.mp4,FAKE,REAL,0.9562517342419596,0.04374826575804036,0.13482774794101715,0
fake_vs31_aug_2.mp4,FAKE,REAL,0.9839846253744327,0.016015374625567347,0.08931369334459305,0
fake_vs11_aug_0-tgMvQ0-gmVisY-kIC2AE.mp4,FAKE,REAL,0.9440876431807131,0.05591235681928689,0.1674685925245285,0
fake_vs31_aug_3.mp4,FAKE,REAL,0.984126269397772,0.015873730602227926,0.0917196124792099,0
fake_vs46_aug_0.mp4,FAKE,REAL,0.9093214739405084,0.09067852605949156,0.28720852732658386,0
fake_vs23_aug_4.mp4,FAKE,REAL,0.9967815297131892,0.0032184702868107706,0.006428066175431013,0
fake_vs37_aug_4.mp4,FAKE,REAL,0.7401127051562071,0.2598872948437929,0.6509584784507751,1
fake_vs52_aug_0.mp4,FAKE,REAL,0.8558469619601965,0.1441530380398035,0.2720535099506378,0
fake_vs4_aug_1-Xiy6l8-E5eL4R.mp4,FAKE,REAL,0.9998006739206176,0.00019932607938244473,0.000304489309201017,0
fake_vs28_aug_0.mp4,FAKE,REAL,0.9848269668097297,0.015173033190270266,0.03646383434534073,0
fake_vs16_aug_5.mp4,FAKE,REAL,0.7644727355800569,0.2355272644199431,0.4168888032436371,0
vs34.mp4,FAKE,FAKE,0.8333203196525574,0.20851882094939356,0.8333203196525574,1
vs20.mp4,FAKE,REAL,0.7955291600083001,0.2044708399916999,0.6545124053955078,1
fake_vs40_aug_7.mp4,FAKE,FAKE,0.7346584796905518,0.4736243584429758,0.7346584796905518,2
fake_vs16_aug_1.mp4,FAKE,REAL,0.8407023313144842,0.15929766868551573,0.27826666831970215,0
vs18.mp4,FAKE,FAKE,0.9697599411010742,0.6434863395988941,0.9697599411010742,3
fake_vs28_aug_4.mp4,FAKE,REAL,0.9958392991684377,0.004160700831562281,0.008380639366805553,0
fake_vs40_aug_3.mp4,FAKE,FAKE,0.7675541639328003,0.50017201712717,0.7675541639328003,2
vs24.mp4,FAKE,REAL,0.9986842987636919,0.0013157012363080867,0.0036309887655079365,0
vs30.mp4,FAKE,REAL,0.9876782804494724,0.012321719550527632,0.018853789195418358,0
fake_vs51_aug_5-x4xv3P.mp4,FAKE,REAL,0.9975025936728343,0.0024974063271656632,0.006108984816819429,0
fake_vs52_aug_4.mp4,FAKE,REAL,0.9027721034362912,0.09722789656370878,0.22830677032470703,0
fake_vs7_aug_7-MaWoJ5-2EIZeE-kTWqr1.mp4,FAKE,REAL,0.9971368388505653,0.0028631611494347453,0.004967373330146074,0
fake_vs12_aug_4-rMCBZc.mp4,FAKE,REAL,0.8182440632516546,0.18175593674834545,0.6881266832351685,1
fake_vs37_aug_0.mp4,FAKE,REAL,0.8647586572915316,0.13524134270846844,0.17644229531288147,0
fake_vs6_aug_0-ri3Pu1-gnxDGN-IuvduL.mp4,FAKE,REAL,0.9988221562089166,0.0011778437910834327,0.002841552719473839,0
fake_vs23_aug_0.mp4,FAKE,REAL,0.9992759714077692,0.0007240285922307521,0.0011260384926572442,0
fake_vs46_aug_4.mp4,FAKE,REAL,0.9384367964958074,0.06156320350419264,0.16390641033649445,0
fake_vs11_aug_6-hrOmIZ-2ktApX-HgraOH.mp4,FAKE,REAL,0.9529170935262906,0.04708290647370935,0.1081782728433609,0
fake_vs10_aug_7-rAjQVt-2euiHV-DgmXTn.mp4,FAKE,REAL,0.8682343219406903,0.13176567805930972,0.3107677102088928,0
fake_vs7_aug_4-Or8lRA-ED1viU-RVMTzW.mp4,FAKE,REAL,0.9962994927154796,0.0037005072845204268,0.013358566910028458,0
fake_vs46_aug_5.mp4,FAKE,FAKE,0.8173782229423523,0.21767909899062943,0.8173782229423523,1
fake_vs2_aug_1-y0aW80-nCc7NI-Z0R7UX.mp4,FAKE,REAL,0.9847844728501514,0.01521552714984864,0.04388291388750076,0
fake_vs23_aug_1.mp4,FAKE,REAL,0.9984932931620278,0.0015067068379721604,0.0022738466504961252,0
fake_vs10_aug_5-SYGmL6-UALAeG-Y4RiFP.mp4,FAKE,REAL,0.9816321132238954,0.01836788677610457,0.02805810607969761,0
fake_vs51_aug_3-wdz2KL.mp4,FAKE,REAL,0.9989221197174629,0.0010778802825370803,0.002038658829405904,0
fake_vs37_aug_1.mp4,FAKE,REAL,0.8235893622040749,0.17641063779592514,0.28363236784935,0
fake_vs52_aug_5.mp4,FAKE,FAKE,0.9239235520362854,0.5549024194478989,0.9239235520362854,3
vs31.mp4,FAKE,REAL,0.9967003315323382,0.0032996684676618315,0.01551374513655901,0
vs25.mp4,FAKE,REAL,0.9444223903119564,0.055577609688043594,0.06820432096719742,0
fake_vs40_aug_2.mp4,FAKE,FAKE,0.720878005027771,0.3119128434373124,0.720878005027771,2
fake_vs28_aug_5.mp4,FAKE,REAL,0.986736852520456,0.013263147479544083,0.03327108919620514,0
fake_vs16_aug_0.mp4,FAKE,FAKE,0.8178960084915161,0.4282727042833964,0.8178960084915161,1
vs19.mp4,FAKE,REAL,0.8409257531948242,0.1590742468051758,0.6178444027900696,1
fake_vs16_aug_2.mp4,FAKE,FAKE,0.774943470954895,0.33817193036278087,0.774943470954895,1
vs33.mp4,FAKE,REAL,0.9815848067319166,0.018415193268083385,0.07347998023033142,0
fake_vs40_aug_0.mp4,FAKE,REAL,0.7852219879395363,0.21477801206046365,0.5069549083709717,1
vs27.mp4,FAKE,REAL,0.997265171710751,0.0027348282892489806,0.0058758151717484,0
fake_vs10_aug_6-X5nfN6-7DGECz-AenZHm-HkpoKl.mp4,FAKE,FAKE,0.7499936819076538,0.3168468875810504,0.7499936819076538,1
fake_vs8_aug_5-EV9CCJ.mp4,FAKE,REAL,0.969748764221246,0.030251235778753955,0.07083325833082199,0
fake_vs2_aug_0-lLbLJZ-FPSwb4.mp4,FAKE,REAL,0.9155045194784179,0.08449548052158207,0.2758976221084595,0
fake_vs52_aug_7.mp4,FAKE,REAL,0.7596284914761782,0.24037150852382183,0.6257333159446716,1
fake_vs51_aug_4-eibWCJ.mp4,FAKE,REAL,0.997569718179875,0.0024302818201249465,0.003833201015368104,0
fake_vs5_aug_0 - Copy-1UvBVV-cp8ogZ.mp4,FAKE,REAL,0.9987079713464482,0.0012920286535518244,0.0026406152173876762,0
fake_vs1_aug_7-xWRGhp-53fOSs.mp4,FAKE,REAL,0.9972438486353591,0.002756151364640876,0.007798133883625269,0
fake_vs37_aug_3.mp4,FAKE,REAL,0.7813159604556859,0.21868403954431415,0.5212544202804565,1
fake_vs23_aug_3.mp4,FAKE,REAL,0.9983337659868994,0.0016662340131006204,0.005217655096203089,0
fake_vs46_aug_7.mp4,FAKE,REAL,0.9834183090861188,0.016581690913881175,0.046966519206762314,0
fake_vs8_aug_1-CpCli9-kk8TOF.mp4,FAKE,REAL,0.9996433959070904,0.00035660409290964407,0.0006736644427292049,0
fake_vs31_aug_4.mp4,FAKE,REAL,0.9993956742922213,0.0006043257077787226,0.0011973713990300894,0
vs9.mp4,FAKE,REAL,0.9776091706007719,0.022390829399228096,0.052185311913490295,0
vs8.mp4,FAKE,REAL,0.9998120193898407,0.00018798061015938097,0.0003330065810587257,0
fake_vs31_aug_5.mp4,FAKE,REAL,0.9858304795925505,0.014169520407449454,0.06802217662334442,0
fake_vs46_aug_6.mp4,FAKE,REAL,0.9601147575158393,0.0398852424841607,0.07552826404571533,0
fake_vs23_aug_2.mp4,FAKE,REAL,0.9994988721373375,0.0005011278626625426,0.000666807172819972,0
fake_vs37_aug_2.mp4,FAKE,REAL,0.8154534720815718,0.18454652791842818,0.47504639625549316,0
fake_vs52_aug_6.mp4,FAKE,REAL,0.8283069357275963,0.17169306427240372,0.28625524044036865,0
vs26.mp4,FAKE,REAL,0.9898449105967302,0.010155089403269812,0.038690127432346344,0
fake_vs40_aug_1.mp4,FAKE,REAL,0.7151935640804368,0.28480643591956323,0.5858195424079895,2
fake_vs1_aug_1-YxkyoS-OdMFjx-gExZv8.mp4,FAKE,REAL,0.9976235685923408,0.0023764314076591595,0.006767318118363619,0
vs32.mp4,FAKE,REAL,0.9996593027276504,0.00034069727234964375,0.0006812116480432451,0
fake_vs16_aug_3.mp4,FAKE,REAL,0.9129559254894654,0.0870440745105346,0.15779970586299896,0
fake_vs22_aug_6.mp4,FAKE,REAL,0.993879096514623,0.006120903485377009,0.03116072528064251,0
fake_vs2_aug_4-wPrNaN-cpa6Ju.mp4,FAKE,REAL,0.9217448832641821,0.07825511673581786,0.3046930134296417,0
vs41.mp4,FAKE,FAKE,0.9920355677604675,0.25342392445782025,0.9920355677604675,1
fake_vs10_aug_5-HrhyIc-4lMt6F-IRvmfZ-JNmZk9.mp4,FAKE,REAL,0.9816321132238954,0.01836788677610457,0.02805810607969761,0
fake_vs47_aug_2.mp4,FAKE,FAKE,0.9981783628463745,0.30165481427684426,0.9981783628463745,1
fake_vs30_aug_1.mp4,FAKE,REAL,0.9448848019819707,0.05511519801802933,0.14141348004341125,0
fake_vs29_aug_2.mp4,FAKE,REAL,0.9989843368064613,0.001015663193538785,0.002754546469077468,0
fake_vs17_aug_7.mp4,FAKE,FAKE,0.9465664029121399,0.4404704477638006,0.9465664029121399,2
